,Nombre tienda,Precio,Disponibilidad
https://www.ludonauta.es/juegos-mesas/arkham-horror-lcg-perdidos-en-el-tiempo-y-el-espacio-2017,"['El Gamusino', 'Tablerum', '¿Jugamos Otra?', 'LudusBelli', 'SomosJuegos', 'MasQueOca', 'Comic Stores', 'DracoTienda', 'Juegame Store', 'Juegos de la Mesa Redonda', 'Mathom', 'Dungeon Marvels', 'E-minis', 'Empire Games', 'FreakMondo', '¿Jugamos una?', 'Turol Games', 'Crash Comics', 'Amazon', 'El Bazar de Iglesias', 'Play Planet']","['8,90', '8,97', '11,85', '11,92', '12,95', '13,45', '14,20', '14,95', '14,95', '15,25', '15,29', '15,50', '16,10', '16,95', '16,95', '16,95', '16,99', '16,99', '16,99', '16,99', '17,00']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/anachrony-fracturas-del-tiempo-2020,"['Planeta Rebelde', '¿Jugamos una?', 'Play Planet', 'MasQueOca', 'EGD Games', 'Dungeon Marvels', 'DracoTienda', 'Planeton Games', 'Espacio de Juegos', 'Generación X', 'Dragones y Losetas', 'Juegos de la Mesa Redonda', 'Turol Games', 'Buy Meeples']","['38,21', '38,21', '40,41', '40,46', '40,50', '40,50', '40,50', '40,50', '40,50', '42,75', '43,00', '44,95', '45,00', '45,00']","['En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En reposición', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/unlock-escape-adventures-2017,"['Bandua Wargames', 'Juegos de la Mesa Redonda', 'EGD Games', 'MasQueOca', 'Dungeon Marvels', 'Mathom', 'Customeeple', 'Dungeon Marvels', 'DracoTienda', 'Erikstore', 'Kubekings', 'Comic Stores', 'E-minis', 'Amazon', 'Ludokubo', 'Tablerum', '¿Jugamos una?', 'Elkar', 'Juegakens', 'Empire Games', '¿Jugamos Otra?', 'Shuriken64', 'El Dado Negro', 'Planeton Games', 'Turol Games', 'Amazon', 'Kinuma', 'Amazon']","['23,80', '27,16', '28,75', '28,79', '28,79', '28,79', '29,75', '29,95', '29,99', '29,99', '29,99', '30,35', '30,39', '31,18', '31,73', '31,90', '31,95', '31,95', '31,95', '31,95', '31,95', '31,95', '31,95', '31,99', '31,99', '32,75', '32,95', '38,99']","['En pre-venta', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En reposición', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición']"
https://www.ludonauta.es/juegos-mesas/disney-villainous-perfectly-wretched-2020,"['Amazon', 'Turol Games', 'Amazon', 'Arigatô Sevilla', 'Dragones y Losetas', 'Distrito Zero', '¿Jugamos Otra?', 'Shuriken64', 'Padis', 'Juegos de la Mesa Redonda', 'Play Planet', 'LudusBelli', 'Warmus Games', 'Espacio de Juegos', 'Comic Stores', 'Comic Stores', 'Kubekings', 'Dungeon Marvels', 'Amazon', 'Los Juegos de Sauron', 'Juegakens', 'Generación X', 'Dungeon Marvels', 'Tablerum', 'Ágora Comic', 'FreakMondo', 'Estalia Córdoba', 'Ludosaurus', 'Turol Games', 'Doctor Panush', 'DracoTienda', 'SomosJuegos', 'Santuario Games', 'MasQueOca', 'Empire Games', '¿Jugamos una?', 'Mono de Juegos', 'Amazon', 'Amazon', 'Kame Kame']","['32,14', '34,00', '34,32', '35,00', '39,00', '39,50', '39,95', '39,95', '39,99', '40,38', '40,43', '40,45', '40,45', '40,50', '41,56', '41,56', '41,85', '41,95', '41,99', '42,00', '42,70', '42,74', '42,95', '43,45', '44,95', '44,95', '44,95', '44,95', '44,95', '44,95', '44,99', '45,70', '45,76', '46,75', '46,75', '46,76', '47,95', '49,42', '50,20', '51,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/horizons-of-spirit-island-2022,['Dungeon Marvels'],"['26,95']",['En reposición']
https://www.ludonauta.es/juegos-mesas/iki-2015,"['Rampi Games', '¿Jugamos Otra?', 'DracoTienda', 'Dungeon Marvels', 'EGD Games', 'Buy Meeples', 'Buy Meeples', 'Play Planet', 'Juegos de la Mesa Redonda', 'Magia de Tinta', 'ZZgames', 'SomosJuegos', '¿Jugamos una?', 'Arigatô Sevilla', 'Espacio de Juegos', 'Quinto Elemento', 'Warmus Games', 'Juegakens', 'E-minis', 'Generación X', 'Turol Games', 'FreakMondo']","['26,90', '26,95', '26,95', '29,98', '30,00', '32,97', '32,97', '35,97', '41,97', '47,95', '49,95', '50,95', '50,96', '50,97', '53,95', '53,95', '53,99', '56,95', '56,95', '56,96', '59,95', '59,95']","['En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/1830-railways-robber-barons-1986,['Amazon'],"['66,76']",['En reposición']
https://www.ludonauta.es/juegos-mesas/hive-the-mosquito-2007,"['Tablerum', 'Turol Games', '¿Jugamos una?', 'Dungeon Marvels', 'Kinuma', 'EGD Games', 'Amazon', 'Padis']","['7,90', '7,95', '8,46', '8,54', '8,95', '9,00', '9,43', '9,50']","['En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/la-isla-de-los-gatos-mininos-y-bestias-2022,"['Juegos de la Mesa Redonda', '¿Jugamos una?', 'EGD Games', 'SomosJuegos', 'EcoMimos', 'Play Planet', 'Empire Games', '¿Jugamos Otra?', 'Dungeon Marvels', 'Espacio de Juegos', 'DracoTienda', 'LudusBelli', 'Distrito Zero', 'Arigatô Sevilla', 'Turol Games']","['25,46', '25,46', '25,46', '25,95', '26,50', '26,91', '26,95', '26,95', '27,00', '27,00', '27,00', '27,00', '27,00', '27,00', '30,00']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/seasons-2012,"['Dungeon Marvels', '¿Jugamos Otra?', 'Rampi Games', 'EcoMimos', 'Santuario Games', 'Comic Stores', 'Mathom', 'Play Planet', 'Ludosaurus', 'DracoTienda', 'Espacio de Juegos', 'LudusBelli', '¿Jugamos Otra?', 'Tablerum', 'Juegos de la Mesa Redonda', 'Dungeon Marvels', '3meeples', '¿Jugamos una?', 'Planeton Games', 'Amazon', 'Genex Comics', 'E-minis', 'Juegakens', 'Amazon', 'El Bazar de Iglesias', 'Padis', 'Modgame']","['35,50', '37,95', '39,99', '41,50', '42,45', '42,46', '43,96', '44,91', '44,91', '44,95', '44,95', '44,95', '44,95', '44,95', '44,96', '44,96', '44,96', '44,96', '46,35', '47,04', '47,45', '47,45', '47,45', '48,90', '49,95', '49,95', '49,95']","['En reposición', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/marvel-champions-lcg-gambito-2023,"['Bandua Wargames', 'Play Planet', 'SomosJuegos', 'Planeta Rebelde', 'Buy Meeples', 'Cuarto de Juegos', 'Mathom', 'Santuario Games', 'EGD Games', 'Espacio de Juegos', 'LudusBelli', 'DracoTienda', 'Genex Comics', 'Arigatô Sevilla', 'Ludosaurus', 'Tablerum', '¿Jugamos una?', 'Empire Games', '3meeples', 'Juegakens', 'FreakMondo', 'Player vs Player', 'El Dado Negro', 'Planeton Games', 'Alcalá Comics', 'Homelands', 'Padis', 'Estalia Córdoba', 'El Bazar de Iglesias', 'Juegame Store', 'Kame Kame', 'Turol Games', 'Amazon', 'Dungeon Marvels', 'Turol Games', 'Amazon']","['12,64', '12,75', '13,60', '14,41', '14,44', '14,44', '14,44', '14,89', '15,29', '15,29', '15,29', '15,29', '16,14', '16,15', '16,90', '16,90', '16,95', '16,95', '16,95', '16,95', '16,95', '16,95', '16,95', '16,99', '16,99', '16,99', '16,99', '16,99', '16,99', '16,99', '16,99', '16,99', '16,99', '17,95', '19,99', '21,99']","['En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/small-world-grandes-damas-2009,['Amazon'],"['14,20']",['En stock']
https://www.ludonauta.es/juegos-mesas/obsesion-expansion-wessex-2018,"['Los Juegos de Sauron', 'Rampi Games', 'Ludosaurus', 'Empire Games', '¿Jugamos Otra?', 'Juegos de la Mesa Redonda', '¿Jugamos una?', 'EGD Games', 'Dungeon Marvels', 'Espacio de Juegos', 'DracoTienda', 'LudusBelli', 'Juegakens', 'Generación X', 'Play Planet', 'Turol Games']","['16,95', '17,69', '17,91', '17,95', '17,95', '17,96', '17,96', '17,99', '18,00', '18,00', '18,00', '18,00', '18,95', '19,00', '19,90', '20,00']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/ginkgopolis-2012,"['EGD Games', 'Juegakens', 'Rampi Games', 'Play Planet', 'Doctor Panush', 'Empire Games', '¿Jugamos Otra?', 'Mathom', 'Kubekings', 'DracoTienda', 'Espacio de Juegos', 'Arigatô Sevilla', 'Juegos de la Mesa Redonda', 'Dungeon Marvels', '¿Jugamos una?', 'Buy Meeples', 'EGD Games', '4 Dados', 'Comic Stores', 'E-minis', 'Genex Comics', '3meeples', 'Turol Games', 'Alcalá Comics', 'El Dado Negro', 'Shuriken64']","['22,00', '32,47', '39,90', '39,95', '39,96', '42,45', '42,45', '43,96', '44,94', '44,95', '44,95', '44,96', '44,96', '44,96', '44,96', '44,96', '44,99', '45,00', '47,45', '47,45', '47,45', '48,60', '49,95', '49,95', '49,95', '49,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/star-wars-x-wing-el-despertar-de-la-fuerza-2015,"['Dungeon Marvels', 'Frikland', 'DracoTienda', 'Turol Games', 'Amazon', 'Amazon', 'Amazon']","['32,95', '35,96', '39,95', '39,95', '42,14', '44,76', '53,63']","['En reposición', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/proxima-estacion-londres-2022,"['¿Jugamos una?', 'DracoTienda', '¿Jugamos Otra?', 'Dungeon Marvels', 'Juegos de la Mesa Redonda', 'Mathom', 'Generación X', 'Play Planet', 'Estalia Córdoba', 'Turol Games', 'Juegakens']","['15,26', '16,15', '16,15', '16,16', '16,16', '16,16', '17,05', '17,90', '17,95', '17,95', '17,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/legacy-of-yu-2023,"['Dungeon Marvels', 'DracoTienda']","['54,95', '59,95']","['En reposición', 'En stock']"
https://www.ludonauta.es/juegos-mesas/arkham-horror-lcg-sangre-en-el-altar-2017,"['El Gamusino', 'LudusBelli', 'SomosJuegos', 'Amazon', 'MasQueOca', 'Dungeon Marvels', 'Juegame Store', 'DracoTienda', 'Juegos de la Mesa Redonda', 'Mathom', 'E-minis', 'Genex Comics', 'Tablerum', 'Empire Games', 'Amazon', 'FreakMondo', '¿Jugamos una?', 'Crash Comics', 'Planeton Games', 'El Bazar de Iglesias', 'Play Planet', 'E-minis']","['8,90', '11,92', '12,95', '13,24', '13,45', '14,95', '14,95', '14,95', '15,25', '15,29', '16,10', '16,14', '16,90', '16,95', '16,95', '16,95', '16,95', '16,99', '16,99', '16,99', '17,00', '18,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/sidereal-confluence-remastered-edition-2017,['4 Dados'],"['56,00']",['En stock']
https://www.ludonauta.es/juegos-mesas/el-rey-de-la-montana-2019,"['Generación X', 'Play Planet', 'Play Planet', '¿Jugamos una?', 'Tablerum', 'Espacio de Juegos', 'Mathom', 'LudusBelli', '¿Jugamos Otra?', 'DracoTienda', 'Dungeon Marvels', 'Buy Meeples', 'E-minis', 'Comic Stores', 'Avalon', 'Turol Games', 'Dungeon Marvels', 'Dungeon Marvels']","['20,00', '22,00', '34,93', '41,61', '41,95', '42,45', '43,96', '44,95', '44,95', '44,95', '44,96', '44,96', '47,45', '47,45', '49,95', '49,95', '53,95', '82,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En reposición']"
https://www.ludonauta.es/juegos-mesas/arkham-horror-el-horror-de-innsmouth-2009,['Arcadia Comics Online'],"['44,95']",['En reposición']
https://www.ludonauta.es/juegos-mesas/star-trek-ascendancy-2016,"['Distrito Zero', '¿Jugamos una?', 'Frikland', 'Dungeon Marvels', 'DracoTienda', 'E-minis', 'Amazon']","['84,50', '84,96', '85,00', '87,95', '94,95', '99,00', '106,74']","['En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/glass-road-2013,"['LudusBelli', 'Shuriken64', '¿Jugamos una?', 'Buy Meeples', 'Tablerum', 'Ludokubo', '¿Jugamos Otra?', 'MasQueOca', 'Quinto Elemento', 'Dungeon Marvels', 'Arigatô Sevilla', 'Comic Stores', 'Mono de Juegos', 'Dragones y Losetas', 'Ocio Central', 'Turol Games', 'Turol Games', 'Estalia Córdoba', 'Alcalá Comics', 'DracoTienda', 'Dungeon Marvels']","['29,40', '29,95', '35,66', '35,66', '35,70', '37,49', '37,75', '37,80', '37,80', '37,80', '37,80', '38,66', '38,95', '40,00', '41,95', '42,00', '42,00', '42,00', '42,00', '56,95', '61,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/el-zorro-en-el-bosque-2017,"['Espacio de Juegos', 'Tablerum', 'Distrito Zero', 'EGD Games', 'LudusBelli', 'Dungeon Marvels', 'DracoTienda', 'Planeton Games', '¿Jugamos Otra?', 'Comic Stores', 'Generación X', 'Arigatô Sevilla', 'Juegakens', 'Play Planet', 'Amazon', 'Dungeon Marvels']","['12,70', '12,70', '12,72', '13,45', '13,45', '13,46', '13,46', '13,46', '13,46', '14,20', '14,20', '14,21', '14,25', '14,90', '14,95', '15,50']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En reposición']"
https://www.ludonauta.es/juegos-mesas/time-s-up-party-2008,"['Bandua Wargames', 'Bandua Wargames', 'Comic Stores', 'Planeta Rebelde', 'El Dado Negro', 'Planeta Rebelde', 'EcoMimos', 'Customeeple', 'MasQueOca', 'Espacio de Juegos', 'Espacio de Juegos', 'Dungeon Marvels', 'Dungeon Marvels', 'Arcadia Comics Online', 'ZZgames', 'Amazon', 'Play Planet', 'Play Planet', 'Kubekings', 'Kubekings', 'Comic Stores', 'Kinuma', 'Kinuma', 'Ludosaurus', 'Juegakens', 'Juegakens', 'Shuriken64', 'DracoTienda', 'Estalia Córdoba', 'Kame Kame', 'Estalia Córdoba', '3meeples', 'Turol Games', 'Kame Kame', 'Amazon', 'En Portada Comics', 'Mono de Juegos', 'Juguetes Kiddyland']","['15,62', '15,62', '16,76', '17,81', '17,81', '17,81', '18,50', '18,74', '18,89', '18,89', '18,89', '18,89', '18,89', '18,90', '18,99', '19,32', '19,65', '19,65', '19,90', '19,90', '19,90', '19,95', '19,95', '20,90', '20,95', '20,95', '20,95', '20,99', '20,99', '20,99', '20,99', '20,99', '20,99', '20,99', '20,99', '21,00', '22,00', '22,50']","['En pre-venta', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En reposición', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En pre-venta', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/ankh-dioses-de-egipto-panteon-2021,"['Amazon', 'Dungeon Marvels', 'Mathom', 'Espacio de Juegos', 'Dungeon Marvels', 'EGD Games', 'LudusBelli', 'Bandua Wargames', 'MasQueOca', 'Comic Stores', 'Amazon', 'Generación X', 'Turol Games', '3meeples']","['41,05', '51,50', '52,79', '53,99', '53,99', '53,99', '53,99', '53,99', '53,99', '56,95', '59,58', '59,99', '59,99', '59,99']","['En reposición', 'En reposición', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/hannibal-hamilcar-2018,"['DracoTienda', 'Espacio de Juegos', 'Mathom', 'Dungeon Marvels', 'Juegos de la Mesa Redonda', 'MasQueOca', 'Amazon', 'El Dado Negro', 'Turol Games']","['89,95', '89,95', '89,96', '89,96', '89,96', '89,99', '99,95', '99,95', '99,95']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/carson-city-big-box-2015,['SomosJuegos'],"['134,95']",['En stock']
https://www.ludonauta.es/juegos-mesas/hero-realms-ladron-2016,"['Planeta Rebelde', 'Comic Stores', 'Juegos de la Mesa Redonda', 'Distrito Zero', 'Planeton Games', 'Bandua Wargames', 'SomosJuegos', 'LudusBelli', 'Mathom', 'DracoTienda', '¿Jugamos Otra?', 'Juegame Store', 'EGD Games', 'Quinto Elemento', 'FreakMondo', 'Dungeon Marvels', 'Play Planet', 'Dungeon Marvels', 'DracoTienda', 'Amazon']","['2,95', '3,06', '3,06', '3,06', '3,15', '3,15', '3,20', '3,24', '3,24', '3,24', '3,24', '3,24', '3,25', '3,25', '3,60', '3,60', '3,61', '4,50', '4,99', '18,54']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/arkham-horror-lcg-stella-clark-mazo-inicial-2020,['Dungeon Marvels'],"['21,50']",['En reposición']
https://www.ludonauta.es/juegos-mesas/commands-colors-ancients-2-3-2014,['Bandua Wargames'],"['52,25']",['En pre-venta']
https://www.ludonauta.es/juegos-mesas/heaven-ale-2017,"['MasQueOca', 'Juegos de la Mesa Redonda', 'Distrito Zero', 'Ludokubo', 'Customeeple', '¿Jugamos Otra?', 'DracoTienda', 'Espacio de Juegos', 'Mathom', '¿Jugamos una?', 'Dungeon Marvels', 'MasQueOca', 'Dragones y Losetas', 'Dungeon Marvels', 'Comic Stores', 'El Dado Negro', 'Shuriken64', 'Estalia Córdoba', 'Ágora Comic', 'Amazon', 'Turol Games']","['37,49', '42,46', '42,70', '44,58', '44,58', '44,90', '44,95', '44,95', '44,96', '44,96', '44,99', '44,99', '45,00', '45,95', '47,45', '49,95', '49,95', '49,95', '49,95', '49,99', '49,99']","['En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En reposición', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/licantropo-luna-llena-2014,"['Mathom', 'Rampi Games', 'Customeeple', 'EGD Games', 'Dungeon Marvels', 'DracoTienda', 'Comic Stores', 'Generación X', 'Comic Stores', 'Play Planet', 'Turol Games', 'Akira Comics', 'Mono de Juegos', ""N'Only Games"", 'Amazon', 'Amazon', 'Amazon', 'Amazon', 'Dungeon Marvels', 'Turol Games']","['11,65', '12,49', '12,50', '12,55', '12,56', '12,60', '13,25', '13,25', '13,25', '13,90', '13,95', '14,20', '14,95', '14,95', '15,16', '16,98', '19,35', '19,54', '25,95', '34,95']","['En stock', 'En stock', 'En reposición', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock']"
https://www.ludonauta.es/juegos-mesas/disney-villainous-evil-comes-prepared-2019,"['Arigatô Sevilla', 'Amazon', 'Turol Games', 'Los Juegos de Sauron', 'Kubekings', 'Dragones y Losetas', 'Distrito Zero', '¿Jugamos Otra?', 'Shuriken64', 'Padis', 'Juegos de la Mesa Redonda', 'Play Planet', 'Espacio de Juegos', 'Dungeon Marvels', 'Amazon', 'Akira Comics', 'Dungeon Marvels', 'EGD Games', 'Comic Stores', 'Comic Stores', 'Turol Games', 'Doctor Panush', 'FreakMondo', 'Warmus Games', 'DracoTienda', 'LudusBelli', 'MasQueOca', 'Empire Games', '¿Jugamos una?', 'Juegakens', 'Kinuma', 'Mono de Juegos', 'Ludosaurus', 'El Bazar de Iglesias', 'Kame Kame']","['35,00', '35,05', '36,00', '36,70', '36,70', '39,00', '39,50', '39,95', '39,95', '39,99', '40,38', '40,41', '40,50', '41,95', '41,99', '42,70', '42,95', '43,15', '44,16', '44,16', '44,95', '44,95', '44,95', '44,95', '44,99', '46,75', '46,75', '46,75', '46,76', '49,36', '49,95', '51,95', '51,95', '51,95', '57,99']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/ciudadelas-2016,"['Customeeple', 'Customeeple', 'Comic Stores', 'Ocio Central', 'Dungeon Marvels', 'Turol Games']","['26,73', '26,78', '28,45', '29,95', '30,95', '33,99']","['En reposición', 'En reposición', 'En pre-venta', 'En pre-venta', 'En reposición', 'En stock']"
https://www.ludonauta.es/juegos-mesas/caverna-the-forgotten-folk-2018,['Dungeon Marvels'],"['29,95']",['En reposición']
https://www.ludonauta.es/juegos-mesas/commands-colors-napoleonics-6-epic-napoleonics-2016,"['Dungeon Marvels', 'Bandua Wargames']","['60,50', '71,25']","['En reposición', 'En pre-venta']"
https://www.ludonauta.es/juegos-mesas/combat-commander-battle-pack-3-normandy-2010,"['Warmus Games', 'Planeton Games']","['31,49', '31,50']","['En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/disney-villainous-wicked-to-the-core-2019,"['Arigatô Sevilla', 'Turol Games', 'Amazon', 'Play Planet', 'Kubekings', 'Dragones y Losetas', '¿Jugamos Otra?', 'Shuriken64', 'Padis', 'Espacio de Juegos', 'Amazon', 'Juegos de la Mesa Redonda', 'Dungeon Marvels', 'Amazon', 'Generación X', 'Comic Stores', 'Comic Stores', 'Distrito Zero', 'Planeta Rebelde', 'Juegakens', 'Estalia Córdoba', 'E-minis', 'Doctor Panush', 'LudusBelli', 'EGD Games', 'DracoTienda', 'Santuario Games', 'Dungeon Marvels', 'Customeeple', 'Amazon', 'Empire Games', '¿Jugamos una?', 'Amazon', 'Turol Games', 'Turol Games', 'Mono de Juegos', 'El Bazar de Iglesias', 'Kame Kame']","['35,00', '36,00', '36,45', '38,16', '38,65', '39,00', '39,95', '39,95', '39,99', '40,50', '40,52', '41,79', '41,95', '41,99', '42,74', '44,16', '44,16', '44,16', '44,17', '44,60', '44,95', '44,95', '44,95', '44,95', '44,95', '44,99', '45,76', '45,95', '46,41', '46,56', '46,75', '46,76', '49,21', '49,95', '51,95', '51,95', '51,95', '57,99']","['En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En reposición', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/hive-the-ladybug-2010,"['Dungeon Marvels', 'Tablerum', '¿Jugamos una?', 'Kinuma', 'EGD Games', 'Amazon']","['7,16', '7,90', '8,46', '8,95', '9,00', '15,40']","['En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En stock']"
https://www.ludonauta.es/juegos-mesas/everdell-pearlbrook-2019,"['Modgame', 'Ludokubo', 'Dungeon Marvels', 'LudusBelli', '3meeples', 'MasQueOca', 'Empire Games', 'Comic Stores', 'Juegos de mesa y rol', 'Mono de Juegos', 'Ocio Central', 'Dungeon Marvels', 'Alcalá Comics']","['38,25', '39,62', '40,50', '40,50', '40,50', '40,50', '40,55', '42,70', '43,96', '44,95', '44,95', '59,95', '70,00']","['En stock', 'En stock', 'En reposición', 'En stock', 'En stock', 'En stock', 'En stock', 'En pre-venta', 'En stock', 'En stock', 'En stock', 'En reposición', 'En stock']"
